prop_name,prop_type,street,zipcode,bathroom,bedroom
"Stylish, Central Gem: CHEZ VALLEY",Apartment,"Laguna Street, San Francisco, CA 94102, United States",94102,1,1
Beautiful Victorian in Alamo Square,House,"McAllister St, San Francisco, CA 94115, United States",94115,1,1
Get to anywhere in the city fast!,Apartment,"A Potomac St, San Francisco, CA 94117, United States",94117,1,1
Big Room in Central SF Neighborhood,Apartment,"Buchanan Street, San Francisco, CA 94102, United States",94102,1,1
Great view!~spacious & sunny flat,Apartment,"Lily Street, San Francisco, CA 94102, United States",94102,1,1
Victorian Beauty Hayes Valley,Apartment,"Hayes Street Hayes Street, San Francisco, CA 94117, United States",94117,2.5,3
Nice place in NoPa,Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,1,1
Elegant Lower Pac Heights Penthouse,Apartment,"Van Ness and Bush, San Francisco, CA 94109, United States",94109,1,0
Simple Hayes Valley Suite,Apartment,"Lily Street, San Francisco, CA 94102, United States",94102,1,1
Fabulous City Get Away - Designer Finishes,Condominium,"Golden Gate Avenue, San Francisco, CA 94115, United States",94115,1,1
Beautiful Bright Victorian Jr 1BR,Apartment,"Lyon Street, San Francisco, CA 94115, United States",94115,1,0
"Modern, Newly Built 1BR Condo in SF",Condominium,"Fillmore Street, San Francisco, CA 94115, United States",94115,1,1
Stunning & Sunny NOPA Flat  ,Apartment,"Golden Gate Avenue, San Francisco, CA 94115, United States",94115,2,2
Large 2 Bedroom unit in Victorian house,Other,"San Francisco, CA, United States",,1,2
Sunny Studio in Hayes Valley,Apartment,"Fulton Street, San Francisco, CA 94102, United States",94102,1,0
Private room in heart of Fillmore,Apartment,"Webster Street, San Francisco, CA 94115, United States",94115,1,1
"4 BDS, Parking, Artist Loft!",Condominium,"Post Street, San Francisco, CA 94115, United States",94115,1,1
Sunny spacious 1 bdrm-Lower Haight,Apartment,"Haight Street, San Francisco, CA 94102, United States",94102,1,1
Bright apartment in the Lower Haight!,Apartment,"Divisadero Street, San Francisco, CA 94117, United States",94117,1,1
1 bdrm/1 bath in NEW bldg - Lower Pac Heights!,Apartment,"Bush Street, San Francisco, CA 94115, United States",94115,1,1
Charming Victorian Glamour,Apartment,"Sutter Street, San Francisco, CA 94115, United States",94115,1,2
Charming 2BR/1BA Victorian,Apartment,"Fell Street, San Francisco, CA 94102, United States",94102,1,2
Comfortable Lower Haight 2 Bedroom,Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,2
Gorgeous Sunny Victorian Apartment,Apartment,"Sutter Street, San Francisco, CA 94115, United States",94115,2,2
Modern oasis with Victorian charm,Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,1
Beautiful 2 Bedroom Edwardian Homec,Condominium,"A Walter Street, San Francisco, CA 94114, United States",94114,1.5,2
VICTORIAN PRIVATE & QUIET FIREPLACE,Apartment,"Potomac Street, San Francisco, CA 94117, United States",94117,1,1
"Spacious room next to GG Park! ""N""",Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,2,1
Victorian 1BR/1BA in Castro/Duboce,Apartment,"Noe St, San Francisco, CA 94117, United States",94117,1,1
Palatial room,Apartment,"Fell Street, San Francisco, CA 94102, United States",94102,0.5,1
Centrally Located 1BR/1BR Apt,Apartment,"Gough Street, San Francisco, CA 94109, United States",94109,1,1
2 Bedroom Victorian in NOPA,House,"Golden Gate Avenue, San Francisco, CA 94118, United States",94118,1,2
"Bright, Big, Sunny Room in Nice Apt",Apartment,"Webster Street, San Francisco, CA 94117, United States",94117,1,1
NOPA Modern Flat,Apartment,"Golden Gate Avenue, San Francisco, CA 94115, United States",94115,1,2
Gorgeous 3 Bedroom NOPA Apartment,Apartment,"McAllister Street, San Francisco, CA 94115, United States",94115,1,3
"Fully remodeled, central location",Apartment,"Laguna Street, San Francisco, CA 94115, United States",94115,1,1
Spacious and Warm Hayes Valley Apartment,Apartment,"Fell Street, San Francisco, CA 94102, United States",94102,2,1
Big Victorian Flat At Alamo Square,Apartment,"Scott St, San Francisco, CA 94117, United States",94117,2,2
Beautiful 2 Bedrooms in a Victorian house,House,"McAllister Street, San Francisco, CA 94115, United States",94115,1,2
Charming Sunny 2B Apartment in NOPA,Apartment,"Golden Gate Ave, San Francisco, CA 94115, United States",94115,1,2
Private Bed & Bath in Hayes Valley,House,"Oak Street, San Francisco, CA 94102, United States",94102,1,1
Cozy + Bright in Central SF,Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,1
Lovely 1 Bedroom/Studio w/ Kitchen,Apartment,"McAllister Street, San Francisco, CA 94115, United States",94115,1,1
Super Bowl 50 4B Victorian in Nopa,Apartment,"Eddy Street, San Francisco, CA 94115, United States",94115,1,4
Cozy Apartment in Pacific Heights,Apartment,"Gough Street, San Francisco, CA 94109, United States",94109,1,0
Upscale Sunny with Private Bathroom,Apartment,"Eddy Street, San Francisco, CA 94115, United States",94115,1,1
"Sunny, Newly Renovated Hayes Valley",Apartment,"Ivy Street, San Francisco, CA 94102, United States",94102,1,1
"Lovely, Unique Home Near Everything",House,"Laussat Street, San Francisco, CA 94117, United States",94117,3,3
Fainting Room in 1901 Victorian,House,"McAllister St, San Francisco, CA 94115, United States",94115,1.5,1
Bright studio in great neighborhood,Apartment,"Scott Street, San Francisco, CA 94117, United States",94117,1,0
Wonderful Edwardian Flat Alamo Sq.,Apartment,"McAllister Street, San Francisco, CA 94115, United States",94115,1.5,1
2 Bedroom Apt. Steps from Fillmore!,Apartment,"a Bush St, San Francisco, CA 94115, United States",94115,1,2
Hayes Valley Classic Victorian Flat,Apartment,"Hayes Street, San Francisco, CA 94117, United States",94117,2,3
Gorgeous Victorian near Alamo Sq!,House,"Golden Gate Avenue, San Francisco, CA 94115, United States",94115,1,1
Child-friendly Room in the Haight,Apartment,"Haight Street, San Francisco, CA 94117, United States",94117,1,1
Studio Apt in Trendy Hayes Valley,Apartment,"Octavia Street, San Francisco, CA 94102, United States",94102,1,0
Private Room w Garden/Victorian/Lower Pac Heights,Condominium,"Sutter Street, San Francisco, CA 94115, United States",94115,1,1
The Archbishop's Mansion - The Duke's Room,Castle,"San Francisco, CA, United States",,1,1
"Beautiful room by Haight Ashbury ""J""",Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,2,1
"CALEF HOUSE Rm 1, Large Priv Rm in Beaut SF Vict",House,"Buchanan St, San Francisco, CA 94115, United States",94115,1,1
"Private Room in Gated Townhome, parking!",Townhouse,"Oak Street, San Francisco, CA 94117, United States",94117,1,1
Fab flat in the heart of the city!,House,"Scott St, San Francisco, CA 94117, United States",94117,1,2
Private Rm in Very Large Flat in Heart of San Fran,Condominium,"Page Street, San Francisco, CA 94117, United States",94117,3,1
Classic & Lovely Pac Heights Studio,Apartment,"California Street, San Francisco, CA 94109, United States",94109,1,0
"Japantown, Large 1 Bedroom",Apartment,"Sutter Street, San Francisco, CA 94115, United States",94115,1,1
Sunny Room near Haight & GG Park,Apartment,"Pierce Street, San Francisco, CA 94117, United States",94117,1,1
Huge Top Floor Loft In Alamo Square,Loft,"Fillmore Street, San Francisco, CA 94117, United States",94117,1,2
Large Private Bedroom,Apartment,"Post Street, San Francisco, CA 94115, United States",94115,1,1
Winter Fell - Our Spot in SF,Apartment,"Fell Street, San Francisco, CA 94117, United States",94117,1,1
Victorian charm,Apartment,"Laussat Street, San Francisco, CA 94117, United States",94117,1,1
"Private, Spacious Edwardian loft in Great Location",Loft,"Webster Street, San Francisco, CA 94117, United States",94117,1,1
$2500/47days！big room in heat SF!,Apartment,"Webster street, San Francisco, CA 94115, United States",94115,1,1
Private Room / Bath in Pac Heights,Apartment,"Pine Street, San Francisco, CA 94115, United States",94115,1,1
Large Suite in Victorian,House,"Golden Gate Avenue, San Francisco, CA 94115, United States",94115,1,1
Cozy/ affordable studio city center,Apartment,"Turk Street, San Francisco, CA 94115, United States",94115,1,0
Huge Classic Victorian Lower Haight,Apartment,"Pierce Street, San Francisco, CA 94117, United States",94117,1,2
"Private room. Haight & Ashbury ""F""",Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,2,1
"Sunny, spacious spot near Alamo Square",Apartment,"Hayes Street, San Francisco, CA 94117, United States",94117,1,1
Bed/Bathroom in Jazz district of San Francisco,Apartment,"O'Farrell Street, San Francisco, CA 94115, United States",94115,1,1
"Lovely, spacious, classy room",House,"Hayes Street, San Francisco, CA 94117, United States",94117,1,1
Private Room at Alamo Square,House,"Scott Street, San Francisco, CA 94117, United States",94117,1,1
"Spacious Two Bedroom, 1 bath",Apartment,"Fell St, San Francisco, CA 94102, United States",94102,1,2
Gracious Contemporary Victorian,House,"Post Street, San Francisco, CA 94115, United States",94115,3,3
Hayes Valley-2 Queen  Beds + 1 Bath,Apartment,"Ivy Street, San Francisco, CA 94102, United States",94102,1,2
Stylish Lower Haight Victorian Room,Apartment,"Webster St, San Francisco, CA 94117, United States",94117,1.5,1
"Beautiful, spacious Lower Haight 2BR with garden",Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,2
Nice big place for rent,Apartment,"Hayes Street, San Francisco, CA 94102, United States",94102,1,2
Pristine 1BD in Lovely Hayes Valley,Apartment,"Webster Street, San Francisco, CA 94117, United States",94117,1,1
~The San Francisco Retreat~,Apartment,"Sutter Street, San Francisco, CA 94115, United States",94115,1,2
Large Room in Victorian,House,"Golden Gate Avenue, San Francisco, CA 94115, United States",94115,1,1
Large Alamo Square One Bedroom apt,Apartment,"Scott Street, San Francisco, CA 94117, United States",94117,1,1
Super Bowl Victorian 2 Story Flat,Apartment,"Divisadero Street, San Francisco, CA 94115, United States",94115,2,3
Modern & Spacious 1br Japan Town,Apartment,"O'Farrell and Fillmore St, San Francisco, CA 94115, United States",94115,1,1
"Elegant NOPA flat, Golden Gate Park",Other,"Baker Street, San Francisco, CA 94115, United States",94115,1,1
"Bright, Modern Garden Unit - 1BR/1B",Apartment,"Pierce St, San Francisco, CA 94117, United States",94117,1,1
1-Person Room in Lower Haight!,Apartment,"a Fell Street, San Francisco, CA 94117, United States",94117,1,1
Sunny large apartment Lower Haight,House,"Haight Street, San Francisco, CA 94117, United States",94117,2,2
DREAMY SAN FRANCISCO HOME,House,"Laguna Street, San Francisco, CA 94115, United States",94115,2,3
Master Bedroom in the Center of SF,Condominium,"Cleary Court, San Francisco, CA 94109, United States",94109,1,1
Room in 3bdrm central SF apt!,Apartment,"Turk Street, San Francisco, CA 94115, United States",94115,1,1
Cozy&Morden studio apartment,Apartment,"Eddy Street, San Francisco, CA 94115, United States",94115,1,0
Sunny Views Near The Painted Ladies,Apartment,"Fillmore Street, San Francisco, CA 94117, United States",94117,1,1
Sweet self-contained guest suite,Condominium,"Oak Street, San Francisco, CA 94117, United States",94117,1,1
Convenient cozy large room with private half bath.,House,"Fulton Street, San Francisco, CA 94117, United States",94117,0.5,1
Sunny Loft in Pacific Heights,Loft,"Pine Street, San Francisco, CA 94115, United States",94115,1,0
Awesome room in the BEST location,Apartment,"Pierce Street, San Francisco, CA 94117, United States",94117,1,1
Hayes Valley Room,Apartment,"Hayes Street, San Francisco, CA 94102, United States",94102,1.5,1
Private Room in a Strategic Area,Apartment,"Hayes Street, San Francisco, CA 94102, United States",94102,1,1
"Bright, Top Floor Flat on Quiet, Central Street",Apartment,"Germania Street, San Francisco, CA 94117, United States",94117,1,2
Pretty Studio in Lower Pac Heights,Apartment,"Buchanan Street, San Francisco, CA 94115, United States",94115,1,1
Bright and cozy room in Penthouse Apartment!,Apartment,"Waller Street, San Francisco, CA 94102, United States",94102,3,1
Magical Sunny Room in Victorian Home,Apartment,"Laussat Street, San Francisco, CA 94117, United States",94117,2.5,1
Gorgeous Studio in Pacific Heights,Apartment,"California St, San Francisco, CA 94115, United States",94115,1,1
"Modest, SF Apartment",Apartment,"Sutter Street, San Francisco, CA 94115, United States",94115,1,1
DOWNTOWN SAN FRANCISCO APT - NEAR MARINA AND PIERS,Apartment,"Bush Street, San Francisco, CA 94115, United States",94115,1,1
"Great 2 bedroom, 1 bath New Condo",Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,1,2
Alamo Square/Fillmore Distr. 1br!,Apartment,"Golden Gate Avenue, San Francisco, CA 94115, United States",94115,1,1
Haight Haus,Apartment,"Haight Street, San Francisco, CA 94117, United States",94117,0,1
Sunny 3 bedroom in NOPA,Apartment,"Lyon Street, San Francisco, CA 94117, United States",94117,1.5,3
New studio in historic Victorian,Apartment,"Pierce Street, San Francisco, CA 94115, United States",94115,1,1
Great Room in Lower Haight,Apartment,"Oak Street, San Francisco, CA 94117, United States",94117,1,2
Gorgeous Queen Anne Victorian ,House,"Scott Street, San Francisco, CA 94117, United States",94117,2.5,4
Master room in luxury penthouse,Apartment,"Sutter Street, San Francisco, CA 94109, United States",94109,1,1
Master bedroom in Iconic Victorian Home,Apartment,"Hermann Street, San Francisco, CA 94117, United States",94117,1,1
Artful Comforts in the Lower Haight,House,"Waller Street, San Francisco, CA 94117, United States",94117,1.5,1
Terra Vista Unit 3,Apartment,"Terra Vista Avenue, San Francisco, CA 94115, United States",94115,1,1
Master bed + Master bath + Jacuzzi!,Apartment,"Geary Boulevard, San Francisco, CA 94115, United States",94115,1,1
2B/2B Cozy Condo at Hayes Valley,Condominium,"Ivy Street, San Francisco, CA 94102, United States",94102,2,2
Modern Victorian on Alamo Square,Condominium,"Scott Street, San Francisco, CA 94117, United States",94117,2,2
Haight Victorian Bright Living Room,Apartment,"Haight Street, San Francisco, CA 94117, United States",94117,1,1
Central 1 BR Cottage,House,"Post Street, San Francisco, CA 94115, United States",94115,1,1
Beautiful Flat in the Heart of SF!,House,"Laussat Street, San Francisco, CA 94117, United States",94117,1,2
Private room & bathroom in NOPA,House,"Golden Gate Avenue, San Francisco, CA 94115, United States",94115,1,1
Fillmore District close to EVERYTHING!,Apartment,"Eddy Street, San Francisco, CA 94115, United States",94115,1,1
"Lovely, Bright Alamo Square Bedroom",Apartment,"Fell Street, San Francisco, CA 94117, United States",94117,1.5,1
Lower Haight/Nopa Appointed Condo STR0000823,Condominium,"Scott Street, San Francisco, CA 94117, United States",94117,2,1
"Victorian Home; Sleeps 8 - 3BR, 3BA",Apartment,"Oak Street, San Francisco, CA 94117, United States",94117,3,3
Beautiful Modern 2BR/2BA Luxury Apt,Apartment,"Waller Street, San Francisco, CA 94102, United States",94102,2,2
2 Bedroom Apt in NOPA with Parking,Condominium,"Grove Street, San Francisco, CA 94117, United States",94117,1,2
Lwr Haight /Nopa Appointed Condo 2  STR0000823,Condominium,"Scott Street, San Francisco, CA 94117, United States",94117,1,1
Huge 1BR Apartment + Garden (NoPa),Apartment,"Golden Gate Ave, San Francisco, CA 94115, United States",94115,1,1
Alamo Square,House,"Steiner Street, San Francisco, CA 94117, United States",94117,1,1
NOPA garden apartment,Apartment,"Golden Gate Avenue, San Francisco, CA 94115, United States",94115,1,2
Downtown Hayes Valley 2-bedroom ,Apartment,"Fillmore St, San Francisco, CA 94117, United States",94117,1,2
Spacious 1 BR in great neighborhood,Apartment,"Fell Street, San Francisco, CA 94117, United States",94117,1,1
"Well connected, open & bright",Apartment,"Geary Boulevard, San Francisco, CA 94115, United States",94115,2,2
Spacious 1 bed centrally located,Apartment,"Eddy Street, San Francisco, CA 94115, United States",94115,1,1
Very beautiful &affordable studio in San Francisco,Apartment,"Turk Street, San Francisco, CA 94115, United States",94115,1,0
In the heart of San Francisco,Apartment,"Gough Street, San Francisco, CA 94109, United States",94109,2,2
Centrally Located Studio w/ a Stunning View,Apartment,"Ellis Street, San Francisco, CA 94109, United States",94109,1,0
CHARMING VINTAGE PAC HEIGHTS HOME-HEART OF SF,House,"Baker Street, San Francisco, CA 94115, United States",94115,1.5,3
Charming apt in Fillmore District,Apartment,"Steiner Street, San Francisco, CA 94115, United States",94115,1,1
2 Big Rms & Private Bath in Best Loc!,Condominium,"Page Street, San Francisco, CA 94117, United States",94117,1,1
Nice Guest Room in Historic House,House,"Grove St, San Francisco, CA 94117, United States",94117,1,1
"Central Location, Heated Floors & Friendly Cats!",Apartment,"Hayes Street, San Francisco, CA 94102, United States",94102,2,2
Super Bowl Hotel Rm in SFO,Condominium,"Fulton Street, San Francisco, CA 94102, United States",94102,1,1
large private room in great locatio,Apartment,"Pierce Street, San Francisco, CA 94117, United States",94117,1,1
Renovated Victorian Steps to Hayes Valley Dining,Apartment,"Fell Street, San Francisco, CA 94102, United States",94102,1,1
Spacious Home in the Lower Haight,Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,3
Alamo Square room and private bath,Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,1,1
Lovely little Studio Hayes Valley!,Apartment,"Grove Street, San Francisco, CA 94102, United States",94102,1,1
Condo in the Heart of San Francisco,Condominium,"Hickory Street, San Francisco, CA 94102, United States",94102,2.5,4
Comfy Room in Sunny Apartment - Great Location!,Apartment,"Germania Street, San Francisco, CA 94117, United States",94117,1,1
Spacious Classic SF Victorian!,House,"Golden Gate Avenue, San Francisco, CA 94115, United States",94115,2,3
Brand New Luxury Hayes Valley Condo,Apartment,"Hayes St, San Francisco, CA 94117, United States",94117,1,1
Right in the middle living,Apartment,"Oak St, San Francisco, CA 94102, United States",94102,1,1
"Fun 2 bdr, w deck, middle of city",Apartment,"Oak Street, San Francisco, CA, San Francisco, CA 94117, United States",94117,1,2
Beautiful Little Room in Victorian,House,"Grove St, San Francisco, CA 94117, United States",94117,1,1
Cozy Apartment in the centre of SF,Apartment,"Waller Street, San Francisco, CA 94102, United States",94102,1,1
Luxury 2 Bd/2 Bth on Quiet Hillside,Apartment,"Ellis Street, San Francisco, CA 94115, United States",94115,2,2
Family Friendly 2 bd Home by Western Addition,House,"Eddy Street, San Francisco, CA 94115, United States",94115,2,2
Spacious Studio in the Heart of the City,Apartment,"O'Farrell Street, San Francisco, CA 94115, United States",94115,1,0
Cute apt. in heart of Hayes Valley!,Apartment,"Ivy Street, San Francisco, CA 94102, United States",94102,1,1
Large 1 bdrm NOPA/AlamoSQ/Haight,Apartment,"Oak Street, San Francisco, CA 94117, United States",94117,1,1
Private bedroom & bath in Japantown,Apartment,"Fillmore Street, San Francisco, CA 94115, United States",94115,1,1
"Quiet, sunny garden studio with Sutro Tower views",Apartment,"Golden Gate Avenue, San Francisco, CA 94115, United States",94115,1,0
Cozy Private Room in Convenient Flat,Apartment,"Laguna Street, San Francisco, CA 94115, United States",94115,1,1
Master w/ Private Bath & Wash/Dryer,Apartment,"Baker Street, San Francisco, CA 94115, United States",94115,1,1
Central Victorian 3-Bedrms-2Baths!,House,"Waller St, San Francisco, CA 94117, United States",94117,2,3
SF Studio - Pac. Heights,Apartment,"Sutter Street, San Francisco, CA 94109, United States",94109,1,1
Spacious Modern 1 Bedrm Flat,Apartment,"Pine Street, San Francisco, CA 94115, United States",94115,1.5,1
SUPER BOWL WEEKEND PENTHOUSE,Apartment,"San Francisco, CA, United States",,2.5,4
Stay near Alamo Square & Famous Painted Ladies!,Condominium,"Steiner Street, San Francisco, CA 94115, United States",94115,1,1
Comfortable Entertaining & Clean,Apartment,"Steiner Street, San Francisco, CA 94115, United States",94115,1.5,1
Bright+airy studio in Alamo Square!,Apartment,"Hayes Street, San Francisco, CA 94117, United States",94117,1,0
Charming 1884 House Lr Pacific Hts,House,"Sutter Street, San Francisco, CA, United States",,1,2
2BR in Lower Haight / Hayes Valley,Apartment,"Fell Street, San Francisco, CA 94117, United States",94117,2,2
Garden Apartment in the Performing Arts District,Apartment,"Oak Street, San Francisco, CA 94102, United States",94102,1,1
Bedroom and private Bath w/ kitchen,Apartment,"Sutter Street, San Francisco, CA 94115, United States",94115,1,1
"Huge, modern 2 story apt with 2 rooftop decks",Apartment,"Lily Street, San Francisco, CA 94102, United States",94102,2.5,2
Gorgeous Hayes Valley Victorian,Apartment,"Hayes Street, San Francisco, CA 94117, United States",94117,1,1
A Modern Space for Urbanites,Apartment,"Lily Street, San Francisco, CA 94102, United States",94102,1,1
1Br with Queen in Alamo Sq,Apartment,"Fell Street, San Francisco, CA 94117, United States",94117,1,0
[Japantown] Cozy SemiStudio-Quick Access to Center,Apartment,"Eddy Street, San Francisco, CA 94115, United States",94115,1,1
Comfy home in central location!,House,"Baker St, San Francisco, CA 94115, United States",94115,1.5,3
Hayes Valley at your fingertips,Apartment,"Fell St, San Francisco, CA 94102, United States",94102,1,2
Nopa spacious bedroom with a VIEW!,Apartment,"Turk Street, San Francisco, CA 94115, United States",94115,1,1
Sunny single room in Pac Heights,Apartment,"Webster Street, San Francisco, CA 94115, United States",94115,1,1
Spacious Bedroom in Lower Haight,Apartment,"Oak Street, San Francisco, CA 94117, United States",94117,1,1
Alamo Sq Victorian full flat available 4 holidays,Apartment,"McAllister St, San Francisco, CA 94115, United States",94115,1.5,3
Private guest suite and bathroom,House,"Germania Street, San Francisco, CA 94117, United States",94117,1,1
Large home in great location,House,"Sutter Street, San Francisco, CA 94115, United States",94115,1.5,2
Luxury Penthouse in Duboce Triangle,Apartment,"Fillmore Street, San Francisco, CA 94117, United States",94117,1.5,2
Royal Tenenbaum Bedroom,Apartment,"Pine Street, San Francisco, CA 94109, United States",94109,1,1
New Hayes Valley Midcentury Modern,Apartment,"Ivy Street, San Francisco, CA 94102, United States",94102,1,1
Quiet Cozy Hayes Valley Condo,Condominium,"Buchanan Street, San Francisco, CA 94102, United States",94102,1,1
Master bedroom at the heart of trendy Hayes Valley,Apartment,"Hayes Street, San Francisco, CA 94102, United States",94102,1.5,1
"Beautiful, Bright, Central, King Bed",Apartment,"Duboce Avenue, San Francisco, CA 94117, United States",94117,1,1
Huge apartment in Hayes Valley,Apartment,"Hayes Street, San Francisco, CA 94102, United States",94102,1.5,3
Ugliest Dump in The World,Apartment,"Oak Street, San Francisco, CA 94117, United States",94117,1,0
Private Room w/ King Size bed & Personal Bathroom,House,"Geary Boulevard, San Francisco, CA 94115, United States",94115,1,1
Loft in the heart of SF,Apartment,"Turk Street, San Francisco, CA 94115, United States",94115,2,2
Nopa Oasis,Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,1,2
Sweet room near Alamo Square!,Apartment,"Steiner St,, San Francisco, CA 94117, United States",94117,,1
299 Laussat Street,Apartment,"Laussat Street, San Francisco, CA 94117, United States",94117,1,1
Pac Heights 1 bedroom + bonus loft,Apartment,"Gough Street, San Francisco, CA 94109, United States",94109,1,1
"Spacious, tasteful Nopa Condo",Condominium,"Divisadero Street, San Francisco, CA 94115, United States",94115,1,2
Cozy 1BD/1BA Garden Unit in Hip Lower Haight,Apartment,"Scott Street, San Francisco, CA 94117, United States",94117,1,1
"Amazing Remodeled room NOPA ""L""",Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,2,1
Cozy Japantown Studio,Apartment,"Sutter St, San Francisco, CA 94109, United States",94109,1,0
"2-bedroom, views, family-friendly",Apartment,"Presidio Avenue, San Francisco, CA 94115, United States",94115,2,2
Huge Bright Apartment in Great Area,Apartment,"Sutter Street, San Francisco, CA 94115, United States",94115,1,1
Elegant 2BD Victorian in Hayes,House,"Page Street, San Francisco, CA 94102, United States",94102,1,2
"Central, Cozy Lower Haight Apt",Apartment,"Fell Street, San Francisco, CA 94117, United States",94117,1,1
1BR in Hayes Valley / Lower Haight,Apartment,"Page Street, San Francisco, CA 94102, United States",94102,1,1
Garden Apt in Lower Pac Heights,Apartment,"Lyon Street, San Francisco, CA 94115, United States",94115,1,1
WOW- Live the San Francisco DREAM !,Apartment,"Van Ness Avenue, San Francisco, CA 94109, United States",94109,1,1
Private Room in Cozy 2 Bedroom Apt,Apartment,"Oak Street, San Francisco, CA 94117, United States",94117,1,1
Bedroom in a Victorian House,House,"McAllister Street, San Francisco, CA 94115, United States",94115,1,1
SUPER BOWL rental/San Francisco!!!,Apartment,"Gough Street, San Francisco, CA 94109, United States",94109,1,1
Sunny two bedroom near Alamo Square,Apartment,"Steiner Street, San Francisco, CA 94117, United States",94117,1,2
Modern apartment with amenities and a view,Apartment,"Laguna Street, San Francisco, CA 94102, United States",94102,1,1
Large Remodeled Flat with Parking,Apartment,"Terra Vista Avenue, San Francisco, CA 94115, United States",94115,1,1
Beautiful Victorian in Hayes Valley,Apartment,"Oak Street, San Francisco, CA 94102, United States",94102,2,2
Comfort and Private Room @ Fillmore,Apartment,"Eddy Street, San Francisco, CA 94115, United States",94115,1,1
Charming Victorian Home + Parking,House,"Bush Street, San Francisco, CA 94104, United States",94104,2,3
Gorgeous 4BR Hayes Valley Victorian,Apartment,"Fell Street, San Francisco, CA 94102, United States",94102,2,4
Great location on a budget,Apartment,"San Francisco, CA 94117, United States",94117,1,1
2-Bed Lower Haight Apt with Deck!!!,Apartment,"Waller St, San Francisco, CA 94117, United States",94117,1,2
3 BDRM/3 Bath Classic SF Apt,Apartment,"Baker Street, San Francisco, CA 94115, United States",94115,3,3
Spacious Sunny Room on the Wiggle!,Condominium,"Scott Street, San Francisco, CA 94117, United States",94117,1,1
"Beautiful Remodeled Flat, Central!",Apartment,"Fell Street, San Francisco, CA 94102, United States",94102,1,1
Quiet residential home near the fun,Condominium,"Ellis Street, San Francisco, CA 94115, United States",94115,1.5,1
"CENTER SF,BIG SUNNY VICTORIAN FLAT ",House,"Waller Street, San Francisco, CA 94117, United States",94117,1,1
Beautiful Garden Cottage,Cabin,"Golden Gate Avenue, San Francisco, CA 94115, United States",94115,1,1
Brand new luxury Hayes Valley apartment,Apartment,"Laguna Street, San Francisco, CA 94102, United States",94102,1,1
A bright + modern Victorian home in NoPa,Apartment,"Golden Gate Avenue, San Francisco, CA 94115, United States",94115,2,3
Charming Beautiful Apt near Golden Gate,Apartment,"Golden Gate Avenue, San Francisco, CA 94115, United States",94115,1,1
GORGEOUS NEW DOWNTOWN APARTMENT,Apartment,"a Steiner Street, San Francisco, CA 94117, United States",94117,1,2
"2 BDS, Shared Space, Artist Loft!",Condominium,"Post Street, San Francisco, CA 94115, United States",94115,1,1
Sunny and Sweet 1 Bdrm near Fillmore/Divisadero,Condominium,"Baker Street, San Francisco, CA 94115, United States",94115,1.5,1
Beautiful Room Western Additition,Apartment,"Scott Street, San Francisco, CA 94115, United States",94115,1.5,1
Beautiful Hayes Valley Large bedroom in 9 BD home,House,"Haight Street, San Francisco, CA 94102, United States",94102,2,1
Spacious room by Alamo Square Park,House,"Fell Street, San Francisco, CA 94117, United States",94117,1.5,1
1 Bdrm Apt on Alamo Square,Apartment,"Scott Street, San Francisco, CA 94117, United States",94117,1,1
Great location San Francisco Room,Apartment,"Fillmore Street, San Francisco, CA 94117, United States",94117,1,1
"Luxury, Pvt BR/BA Suite w/ Balcony",Apartment,"Waller Street, San Francisco, CA 94102, United States",94102,1,1
Master Bed In Victorian Style Apt,Apartment,"Grove Street, San Francisco, CA 94117, United States",94117,1,1
Historic SF Victorian,House,"Scott St, San Francisco, CA 94117, United States",94117,1.5,2
Sunny Hayes Valley sublet!,Apartment,"Laguna Street, San Francisco, CA 94102, United States",94102,1,1
"New, Modern, and Centrally Located One Bedroom!",Apartment,"Grove Street, San Francisco, CA 94117, United States",94117,1,1
1883 CARRIAGE HOUSE WITH PARKING,House,"Haight Street, San Francisco, CA 94117, United States",94117,1.5,1
Victorian Dream Apartment in NOPA,Apartment,"Baker Street, San Francisco, CA 94115, United States",94115,1,1
Hip Edwardian 2-BR Retreat ,Apartment,"Oak Street, San Francisco, CA 94117, United States",94117,1,2
Victorian Pure & Simple Room to Relax Comfortably,House,"Grove Street, San Francisco, CA 94117, United States",94117,1,1
Large room in an amazing location,Apartment,"Gough Street, San Francisco, CA 94109, United States",94109,1,1
"Updated awesome room on Fulton ""R""",Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,2,1
"Centrally-located, Walk Anywhere!",Apartment,"Grove Street, San Francisco, CA 94117, United States",94117,1,1
